0,0.4353
1,0.4326
2,0.4286
3,0.4246
4,0.4206
5,0.4166
6,0.4127
7,0.4079
8,0.4030
9,0.4011
10,0.3979
11,0.3959
12,0.3938
13,0.3918
14,0.3898
15,0.3926
16,0.3962
17,0.3998
18,0.4034
19,0.4081
20,0.4149
21,0.4217
22,0.4286
23,0.4373
24,0.4412
25,0.4452
26,0.4492
27,0.4532
28,0.4571
29,0.4591
30,0.4583
31,0.4574
32,0.4546
33,0.4519
34,0.4492
35,0.4465
36,0.4437
37,0.4410
38,0.4531
39,0.4678
40,0.4827
41,0.4975
42,0.5150
43,0.5326
44,0.5501
45,0.5726
46,0.5951
47,0.6027
48,0.6104
49,0.6182
50,0.6298
51,0.6387
52,0.6477
53,0.6566
54,0.6605
55,0.6665
56,0.6725
57,0.6785
58,0.6835
59,0.6847
60,0.6858
61,0.6869
62,0.6861
63,0.6854
64,0.6826
65,0.6798
66,0.6770
67,0.6750
68,0.6731
69,0.6710
70,0.6690
71,0.6690
72,0.6698
73,0.6706
74,0.6714
75,0.6722
76,0.6729
77,0.6750
78,0.6770
79,0.6791
80,0.6810
81,0.6822
82,0.6834
83,0.6867
84,0.6898
85,0.6919
86,0.6926
87,0.6934
88,0.6943
89,0.6951
90,0.6932
91,0.6911
92,0.6810
93,0.6710
94,0.6622
95,0.6534
96,0.6445
97,0.6355
98,0.6246
99,0.6166
100,0.6045
101,0.5985
102,0.5925
103,0.5865
104,0.5806
105,0.5746
106,0.5686
107,0.5645
108,0.5606
109,0.5606
110,0.5606
111,0.5606
112,0.5606
113,0.5606
114,0.5606
115,0.5605
116,0.5606
117,0.5586
118,0.5566
119,0.5545
120,0.5517
121,0.5488
122,0.5460
123,0.5432
124,0.5405
125,0.5358
126,0.5329
127,0.5301
128,0.5281
129,0.5270
130,0.5259
131,0.5247
132,0.5219
133,0.5191
134,0.5183
135,0.5183
136,0.5184
137,0.5176
138,0.5168
139,0.5160
140,0.5143
141,0.5143
142,0.5142
143,0.5149
144,0.5148
145,0.5147
146,0.5148
147,0.5146
148,0.5146
149,0.5153
150,0.5162
151,0.5169
152,0.5169
153,0.5161
154,0.5154
155,0.5123
156,0.5096
157,0.5067
158,0.5039
159,0.5010
160,0.4984
161,0.4955
162,0.4914
163,0.4874
164,0.4854
165,0.4833
166,0.4814
167,0.4793
168,0.4773
169,0.4752
170,0.4714
171,0.4694
172,0.4674
173,0.4654
174,0.4636
175,0.4617
176,0.4596
177,0.4577
178,0.4557
179,0.4555
180,0.4577
181,0.4596
182,0.4617
183,0.4636
184,0.4656
185,0.4678
186,0.4698
187,0.4718
188,0.4739
189,0.4736
190,0.4737
191,0.4737
192,0.4737
193,0.4736
194,0.4735
195,0.4735
196,0.4735
197,0.4734
198,0.4723
199,0.4711
200,0.4699
201,0.4675
202,0.4651
203,0.4627
204,0.4603
205,0.4579
206,0.4555
207,0.4531
208,0.4507
209,0.4483
210,0.4459
211,0.4435
212,0.4411
213,0.4387
214,0.4353
